r,g,b,lang_code,human_raw,human_norm
197,0,255,en,purple,purple
255,0,130,en,hot pink,hot pink
255,0,35,en,red,red
91,0,255,en,royal blue,royal blue
219,255,0,en,highlighter yellow,highlighter yellow
255,0,255,en,magenta,magenta
255,0,194,en,pink,pink
255,88,0,en,orange,orange
212,0,255,en,violet,violet
69,255,0,en,lime green,lime
255,103,0,en,orange,orange
237,255,0,en,yellow,yellow
185,255,0,en,yellow green,yellow green
255,211,0,en,gold,gold
202,255,0,en,yellow green,yellow green
255,0,118,en,raspberry,raspberry
255,0,184,en,magenta,magenta
255,0,54,en,red,red
110,0,255,en,indigo,indigo
255,0,250,en,magenta,magenta
255,128,0,en,orange,orange
255,222,0,en,yellow,yellow
255,0,87,en,red,red
255,0,0,en,red,red
255,0,9,en,red,red
255,0,164,en,raspberry,raspberry
255,162,0,en,light orange,light orange
255,0,225,en,magenta,magenta
255,0,29,en,red,red
255,0,204,en,pink,pink
255,171,0,en,orange,orange
52,0,255,en,blue,blue
203,255,0,en,yellow,yellow
191,0,255,en,blue,blue
164,255,0,en,yellow,yellow
255,0,170,en,pink,pink
255,238,0,en,yellow,yellow
255,0,92,en,pink,pink
255,0,112,en,pink,pink
255,0,78,en,pink,pink
255,102,0,en,red,red
255,66,0,en,red,red
255,123,0,en,orange,orange
255,0,212,en,pink,pink
148,0,255,en,blue,blue
254,255,0,en,yellow,yellow
44,255,0,en,orange,orange
255,186,0,en,orange,orange
255,0,248,en,blue,blue
81,0,255,en,royal blue,royal blue
255,49,0,en,red,red
255,0,206,en,fuschia,fuschia
255,0,64,en,cherry red,cherry red
194,255,0,en,lime green,lime
255,0,89,en,watermelon,watermelon
255,125,0,en,orange,orange
255,206,0,en,mustard,mustard
255,89,0,en,tomato red,tomato
94,0,255,en,marine,marine
255,0,113,en,cherry red,cherry red
198,0,255,en,violet,violet
255,253,0,en,yellow,yellow
231,0,255,en,magenta,magenta
255,156,0,en,orange,orange
255,216,0,en,musrard,musrard
255,0,216,en,magenta,magenta
255,0,31,en,red,red
180,255,0,en,lime green,lime
125,255,0,en,light green,light green
255,0,151,en,fuschia,fuschia
255,114,0,en,orange,orange
255,0,128,en,dark pink,dark pink
101,255,0,en,light green,light green
199,255,0,en,yellow,yellow
255,0,203,en,hot pink,hot pink
255,179,0,en,yellowish orange,yellowish orange
255,0,1,en,red,red
255,42,0,en,dark orange,dark orange
255,0,152,en,hot pink,hot pink
255,242,0,en,yellow,yellow
255,0,110,en,dark pink,dark pink
255,255,0,en,yellow,yellow
255,0,77,en,reddish pink,reddish pink
255,129,0,en,orange,orange
255,255,0,en,yellow,yellow
255,0,236,en,pink,pink
234,0,255,en,pink,pink
255,185,0,en,orange,orange
89,255,0,en,light green,light green
255,0,182,en,pink,pink
171,255,0,en,mellow green,mellow green
255,0,162,en,pink,pink
143,0,255,en,purple,purple
255,0,13,en,red,red
255,0,60,en,red,red
101,0,255,en,purple,purple
255,0,47,en,red,red
25,255,0,en,green,green
255,210,0,en,goldenrod,goldenrod
255,0,194,en,fuchsia,fuchsia
247,255,0,en,yellow,yellow
255,0,111,en,magenta,magenta
64,0,255,en,royal blue,royal blue
255,142,0,en,orange,orange
228,255,0,en,lemon yellow,lemon yellow
255,0,213,en,fuchsia,fuchsia
255,104,0,en,burnt orange,burnt orange
255,0,255,en,light purple,light purple
255,0,157,en,magenta,magenta
43,255,0,en,lime green,lime
255,57,0,en,red,red
255,222,0,en,goldenrod,goldenrod
255,0,130,en,magenta,magenta
255,153,0,en,orange,orange
163,255,0,en,green yellow,green yellow
164,0,255,en,purple,purple
255,249,0,en,lemon yellow,lemon yellow
255,0,146,en,fuschia,fuschia
255,213,0,en,golden yellow,golden yellow
238,0,255,en,hot pink,hot pink
111,255,0,en,neon green,neon green
255,157,0,en,marigold,marigold
181,0,255,en,bright light purple,bright light purple
255,0,89,en,fuschia,fuschia
255,0,27,en,dark red,dark red
255,0,70,en,raspberry,raspberry
152,0,255,en,purple,purple
255,0,219,en,hot pink,hot pink
255,151,0,en,goldenrod,goldenrod
165,255,0,en,lime green,lime
255,191,0,en,golden yellow,golden yellow
255,0,190,en,fuschia,fuschia
255,0,120,en,berry,berry
219,255,0,en,lemon yellow,lemon yellow
255,57,0,en,tangerine,tangerine
255,86,0,en,pumpkin orange,pumpkin orange
115,0,255,en,cobalt,cobalt
182,0,255,en,violet,violet
255,27,0,en,red,red
246,255,0,en,yellow,yellow
192,255,0,en,yellow green,yellow green
227,0,255,en,periwinkle,periwinkle
255,0,153,en,magenta,magenta
255,184,0,en,orange yellow,orange yellow
255,0,214,en,fuscia,fuscia
255,0,188,en,fuscia,fuscia
86,255,0,en,lime green,lime
172,255,0,en,yellow green,yellow green
255,0,110,en,hot pink,hot pink
255,147,0,en,orange,orange
255,0,130,en,magenta,magenta
255,95,0,en,red orange,red orange
255,166,0,en,squash,squash
255,0,30,en,red,red
255,218,0,en,yellow,yellow
255,0,76,en,rose,rose
255,0,215,en,magenta,magenta
255,0,203,en,magenta,magenta
189,0,255,en,purple,purple
255,88,0,en,orange,orange
255,0,48,en,red,red
255,0,47,en,red,red
255,0,175,en,pink,pink
255,72,0,en,orange,orange
174,255,0,en,yellow green,yellow green
255,172,0,en,orange,orange
59,0,255,en,blue,blue
247,255,0,en,yellow,yellow
101,255,0,en,green,green
255,0,118,en,magenta,magenta
255,0,97,en,red,red
255,197,0,en,gold,gold
250,0,255,en,magenta,magenta
198,255,0,en,yellow green,yellow green
147,0,255,en,purple,purple
255,127,0,en,orange,orange
255,233,0,en,yellow,yellow
255,159,0,en,dr orange,dr orange
43,255,0,en,kelly green,kelly green
255,149,0,en,mango orange,mango orange
255,0,76,en,reddisk\h,reddiskh
159,255,0,en,flourescent green,flourescent green
255,0,118,en,hot pimk,hot pimk
216,255,0,en,yellow,yellow
187,0,255,en,purple,purple
255,77,0,en,red,red
255,0,205,en,magenta,magenta
255,0,107,en,reddixh pink,reddixh pink
255,0,236,en,hot pink,hot pink
235,0,255,en,pinkish,pinkish
255,202,0,en,mustard yellow,mustard
255,0,30,en,brick red,brick red
240,255,0,en,yellow,yellow
255,226,0,en,bright yellow,bright yellow
152,0,255,en,purple,purple
255,117,0,en,dark orange,dark orange
255,0,144,en,magenta,magenta
255,250,0,en,yellow,yellow
170,0,255,en,purple,purple
81,0,255,en,blue,blue
255,0,76,en,red,red
255,0,164,en,pink,pink
255,165,0,en,orange,orange
255,93,0,en,orange,orange
115,0,255,en,indigo,indigo
255,207,0,en,gold,gold
255,142,0,en,orange,orange
246,0,255,en,purple,purple
198,255,0,en,lime,lime
255,33,0,en,red,red
255,0,101,en,pink,pink
255,0,111,en,magenta,magenta
255,0,108,en,magenta,magenta
255,0,234,en,periwinkle,periwinkle
255,185,0,en,mustard,mustard
255,103,0,en,orange,orange
255,0,10,en,red,red
255,0,191,en,purple,purple
241,0,255,en,purple,purple
111,0,255,en,violet,violet
203,255,0,en,lime,lime
75,0,255,en,royal blue,royal blue
255,224,0,en,mustard,mustard
255,143,0,en,tangerine,tangerine
164,255,0,en,lime,lime
177,0,255,en,purple,purple
255,0,54,en,hot pink,hot pink
255,244,0,en,mustard,mustard
255,0,173,en,pink,pink
89,255,0,en,neon green,neon green
255,77,0,en,burnt orange,burnt orange
255,159,0,en,orange,orange
255,184,0,en,orange,orange
255,0,178,en,pink,pink
255,104,0,en,orange red,orange-red
179,0,255,en,purple,purple
255,215,0,en,gold,gold
255,249,0,en,yellow,yellow
210,255,0,en,chartreuse,chartreuse
255,152,0,en,orange,orange
255,150,0,en,orange,orange
255,0,73,en,hot pink,hot pink
255,0,20,en,red,red
255,77,0,en,orange,orange
255,0,150,en,magenta,magenta
255,0,82,en,pink red,pink red
255,0,255,en,orchid,orchid
97,255,0,en,bright green,bright green
118,0,255,en,purple,purple
179,255,0,en,chartreuse,chartreuse
255,0,119,en,hot pink,hot pink
255,0,219,en,magenta,magenta
170,255,0,en,green,green
255,238,0,en,yellow,yellow
200,255,0,en,green,green
255,0,39,en,fushchia,fushchia
255,19,0,en,red,red
83,0,255,en,purple,purple
255,176,0,en,amber,amber
255,126,0,en,orange,orange
255,0,206,en,pink,pink
255,0,246,en,pink,pink
255,0,56,en,fushchia,fushchia
255,0,228,en,pink,pink
255,0,156,en,pink,pink
211,0,255,en,purple,purple
255,0,87,en,fushchia,fushchia
255,95,0,en,orange,orange
255,198,0,en,yellow,yellow
112,255,0,en,green,green
255,0,137,en,pink,pink
114,0,255,en,purple,purple
255,255,0,en,yellow,yellow
72,0,255,en,blue,blue
255,103,0,en,orange,orange
255,252,0,en,yellow,yellow
173,0,255,en,purple,purple
255,219,0,en,yellow,yellow
15,255,0,en,lime,lime
255,0,91,en,pink,pink
255,129,0,en,orange,orange
255,158,0,en,orange,orange
255,192,0,en,yellow,yellow
125,0,255,en,purple,purple
138,255,0,en,green,green
245,0,255,en,magenta,magenta
255,0,168,en,pink,pink
186,255,0,en,lime,lime
255,53,0,en,red,red
255,0,67,en,red,red
119,255,0,en,green,green
255,0,7,en,red,red
255,0,114,en,pink,pink
255,0,181,en,pink,pink
255,0,231,en,magenta,magenta
117,255,0,en,green,green
247,255,0,en,yellow,yellow
105,0,255,en,purple,purple
215,255,0,en,yellow green,yellow green
255,162,0,en,orange,orange
255,0,208,en,pink,pink
255,135,0,en,orange,orange
255,224,0,en,yellow,yellow
255,0,121,en,pink,pink
255,0,191,en,pink,pink
255,0,234,en,pink,pink
255,163,0,en,yellow orange,yellow orange
255,0,99,en,pink,pink
179,0,255,en,purple,purple
255,152,0,en,yellow orange,yellow orange
255,0,145,en,pink,pink
255,0,156,en,pink,pink
190,255,0,en,green yellow,green yellow
255,200,0,en,yellow,yellow
101,255,0,en,green,green
179,255,0,en,green yellow,green yellow
255,0,48,en,red,red
255,0,191,en,magenta,magenta
255,218,0,en,yellow,yellow
169,255,0,en,chartruese,chartruese
255,0,46,en,red,red
248,255,0,en,primary yellow,primary yellow
90,255,0,en,green,green
255,198,0,en,yellow,yellow
255,0,49,en,carmine red,carmine red
121,0,255,en,purple,purple
255,141,0,en,orange,orange
27,0,255,en,dark blue,dark blue
239,255,0,en,yellow,yellow
255,129,0,en,orange,orange
255,0,250,en,magenta,magenta
128,0,255,en,purple,purple
198,0,255,en,magenta,magenta
255,0,198,en,magenta,magenta
255,214,0,en,priamary yellow,priamary yellow
255,0,163,en,magenta,magenta
255,0,226,en,magenta,magenta
255,0,138,en,fuchsia,fuchsia
255,177,0,en,yellow,yellow
255,67,0,en,orange,orange
252,0,255,en,magenta,magenta
255,0,127,en,pink,pink
255,0,86,en,red,red
255,119,0,en,orange,orange
255,78,0,en,orange,orange
255,0,52,en,red,red
255,182,0,en,yellow,yellow
255,0,236,en,magenta,magenta
208,255,0,en,yellow/green,yellow-green
66,255,0,en,light green,light green
255,0,160,en,magenta,magenta
72,0,255,en,purple,purple
255,0,255,en,magenta,magenta
255,0,22,en,red,red
255,251,0,en,yellow,yellow
255,0,112,en,pink,pink
255,75,0,en,orange,orange
255,0,206,en,magenta,magenta
140,255,0,en,lime green,lime
255,109,0,en,orange,orange
255,216,0,en,yellow,yellow
255,0,55,en,red/pink,redpink
112,0,255,en,purple,purple
210,0,255,en,magenta,magenta
255,124,0,en,orange,orange
255,0,244,en,bright pink,bright pink
255,184,0,en,gold,gold
255,181,0,en,gold,gold
255,0,110,en,magenta,magenta
255,222,0,en,yellow,yellow
112,0,255,en,violet,violet
255,169,0,en,orange,orange
255,0,209,en,bright pink,bright pink
255,0,142,en,fuchsia,fuchsia
238,255,0,en,neon yellow,neon yellow
191,255,0,en,neon yellow,neon yellow
54,255,0,en,neon green,neon green
181,0,255,en,neon purple,neon purple
255,0,220,en,fuchsia,fuchsia
255,112,0,en,dark orange,dark orange
255,126,0,en,orange,orange
255,0,80,en,pink red,pink red
255,67,0,en,red orange,red orange
255,0,44,en,red,red
255,199,0,en,yellow orange,yellow orange
255,0,248,en,bright purple,bright purple
150,255,0,en,green yellow,green yellow
255,0,85,en,red,red
255,0,144,en,fuchsia,fuchsia
255,209,0,en,yellow,yellow
255,0,92,en,pink,pink
223,0,255,en,purple,purple
156,0,255,en,purple,purple
255,223,0,en,yellow,yellow
255,119,0,en,orange,orange
225,255,0,en,green,green
255,0,123,en,pink,pink
255,181,0,en,orange,orange
255,80,0,en,oragne,oragne
255,0,196,en,purple,purple
135,0,255,en,purple,purple
255,0,102,en,magenta,magenta
255,225,0,en,mustard,mustard
211,0,255,en,violet,violet
255,0,255,en,purple,purple
131,255,0,en,green,green
255,15,0,en,red,red
255,0,40,en,red,red
196,255,0,en,green,green
255,0,188,en,purple,purple
255,0,61,en,red,red
255,0,123,en,pink,pink
255,162,0,en,orange,orange
255,139,0,en,orange,orange
255,189,0,en,orange,orange
255,0,234,en,purple,purple
144,255,0,en,green,green
255,0,158,en,pink,pink
255,104,0,en,orange,orange
255,251,0,en,yellow,yellow
255,82,0,en,red,red
255,224,0,en,yellow,yellow
162,255,0,en,light green,light green
252,0,255,en,fuchsia,fuchsia
217,255,0,en,mustard,mustard
255,0,102,en,hot pink,hot pink
255,0,122,en,hot pink,hot pink
66,255,0,en,neon green,neon green
173,0,255,en,violet,violet
255,120,0,en,rust,rust
255,183,0,en,orange,orange
231,255,0,en,mustard yellow,mustard
255,0,68,en,hotter pink,hotter pink
255,0,39,en,red,red
255,202,0,en,orange,orange
255,230,0,en,mustard,mustard
255,0,183,en,magenta,magenta
245,255,0,en,yellow,yellow
255,0,162,en,hot pink,hot pink
255,64,0,en,red,red
255,0,207,en,fuchsia,fuchsia
75,0,255,en,dark blue,dark blue
255,171,0,en,orange,orange
147,0,255,en,violet,violet
255,0,215,en,neon purple,neon purple
245,0,255,en,magenta,magenta
126,0,255,en,violet,violet
185,255,0,en,yellow green,yellow green
255,111,0,en,light maroon,light maroon
255,0,112,en,rose,rose
255,149,0,en,orange,orange
153,255,0,en,lime green,lime
145,0,255,en,purple,purple
255,238,0,en,yellow,yellow
255,160,0,en,orange,orange
255,122,0,en,orange,orange
255,246,0,en,yellow,yellow
255,106,0,en,orange,orange
255,0,117,en,pink,pink
255,81,0,en,orange,orange
70,255,0,en,green,green
255,211,0,en,yellow,yellow
255,0,129,en,bright pink,bright pink
255,0,71,en,deep pink,deep pink
255,0,151,en,magenta,magenta
255,170,0,en,orange,orange
246,255,0,en,yellow,yellow
185,255,0,en,lime green,lime
255,0,37,en,deep red,deep red
72,255,0,en,green,green
255,0,108,en,magenta,magenta
255,0,78,en,dark magenta,dark magenta
255,0,235,en,light pink,light pink
255,38,0,en,maroon,maroon
255,162,0,en,macaroni,macaroni
255,0,163,en,light pink,light pink
165,0,255,en,dull violet,dull violet
255,52,0,en,red,red
128,0,255,en,purple,purple
255,0,36,en,red,red
255,101,0,en,orange,orange
255,0,137,en,hot pink,hot pink
244,0,255,en,purple,purple
255,0,211,en,purple,purple
225,255,0,en,yellow,yellow
42,255,0,en,lime green,lime
255,0,106,en,magenta,magenta
113,0,255,en,perrywinkle,perrywinkle
224,0,255,en,bright purple,bright purple
255,117,0,en,orange,orange
175,0,255,en,violet,violet
255,0,24,en,red,red
176,0,255,en,purple,purple
255,0,109,en,pink,pink
255,0,155,en,pink,pink
255,0,214,en,purple,purple
255,0,191,en,purple,purple
255,0,41,en,red,red
255,0,182,en,magenta,magenta
255,64,0,en,orange,orange
255,199,0,en,i had to pee yellow,i had to pee yellow
255,237,0,en,yellow,yellow
255,0,225,en,light purple,light purple
255,137,0,en,i haven't peed for 4 days orange,i haven't peed for  days orange
255,238,0,en,yellow,yellow
255,0,109,en,hot pink,hot pink
255,131,0,en,orange,orange
203,255,0,en,yellow,yellow
255,170,0,en,orange,orange
138,255,0,en,puke green,puke green
180,255,0,en,green,green
255,0,248,en,purple,purple
189,255,0,en,green,green
255,0,65,en,red,red
40,0,255,en,blue,blue
122,255,0,en,green,green
255,0,152,en,hot pink,hot pink
255,0,66,en,red,red
172,0,255,en,purple,purple
255,254,0,en,yellow,yellow
255,0,191,en,purple,purple
255,207,0,en,honeycomb,honeycomb
81,255,0,en,light green,light green
196,0,255,en,purple,purple
255,0,235,en,violet,violet
255,0,120,en,pink,pink
255,0,13,en,red,red
255,0,188,en,magenta,magenta
255,64,0,en,orange,orange
255,214,0,en,gold,gold
220,255,0,en,greenish yellow,greenish yellow
158,0,255,en,purple,purple
255,133,0,en,orange,orange
255,0,90,en,dark pink,dark pink
255,0,72,en,dark pink,dark pink
255,172,0,en,light orange,light orange
241,255,0,en,yellow,yellow
255,90,0,en,dark orange,dark orange
255,151,0,en,orange,orange
174,0,255,en,purple,purple
191,255,0,en,lime,lime
255,116,0,en,tangerine,tangerine
255,0,146,en,magenta,magenta
255,212,0,en,mustard,mustard
255,0,254,en,pink,pink
33,255,0,en,light green,light green
171,255,0,en,yellow green,yellow green
255,193,0,en,dark gold,dark gold
255,0,163,en,dark pink,dark pink
42,0,255,en,dark blue,dark blue
255,173,0,en,light orange,light orange
211,255,0,en,yellow green,yellow green
255,0,79,en,magenta,magenta
255,24,0,en,red,red
255,0,254,en,fusia,fusia
255,0,127,en,pink,pink
255,139,0,en,orange,orange
184,255,0,en,yellow green,yellow green
255,0,199,en,fusia,fusia
238,255,0,en,yellow,yellow
202,0,255,en,violet,violet
255,0,28,en,red pink,red pink
68,0,255,en,indigo,indigo
116,0,255,en,blue violet,blue-violet
255,61,0,en,red,red
78,255,0,en,forest green,forest green
255,165,0,en,orange,orange
165,255,0,en,yellow green,yellow green
255,0,206,en,fuchsia,fuchsia
255,0,92,en,bright pink,bright pink
255,0,241,en,magenta,magenta
255,246,0,en,yellow,yellow
255,230,0,en,sunflower,sunflower
220,0,255,en,purple,purple
255,0,1,en,red,red
255,0,123,en,pink,pink
255,0,59,en,bright pink,bright pink
255,0,218,en,fusia,fusia
255,237,0,en,yellow,yellow
104,255,0,en,green,green
255,195,0,en,yellow orange,yellow orange
255,0,167,en,pink,pink
156,0,255,en,purple,purple
255,110,0,en,i haven't peed for 3 days orange,i haven't peed for  days orange
255,0,86,en,magenta,magenta
255,0,184,en,bright blued fuchsia,bright blued fuchsia
255,0,166,en,bright reddish fuchsia,bright reddish fuchsia
255,123,0,en,slight reddish orange,slight reddish orange
185,255,0,en,lime,lime
255,105,0,en,shaded orange,shaded orange
255,217,0,en,golden yellow,golden yellow
255,0,106,en,reddish fuchsia,reddish fuchsia
187,255,0,en,lime,lime
255,0,131,en,shaded reddish fuchsia,shaded reddish fuchsia
255,0,223,en,bright blued fuchsia,bright blued fuchsia
255,0,30,en,saturated clear red,saturated clear red
255,0,57,en,red from purpled side,red from purpled side
255,192,0,en,yellow with more orange,yellow with more orange
241,0,255,en,blue purple,blue purple
87,255,0,en,slightly blued yellow green,slightly blued yellow green
182,0,255,en,shaded violet,shaded violet
255,40,0,en,slightly orange red,slightly orange red
255,181,0,en,yellow orange,yellow orange
159,0,255,en,tinted violet,tinted violet
235,255,0,en,green yellow,green yellow
255,0,130,en,pink,pink
255,252,0,en,yellow,yellow
159,0,255,en,purple,purple
255,0,208,en,purple pink,purple pink
255,81,0,en,lava orange,lava orange
255,0,157,en,pink,pink
255,0,216,en,neon pink,neon pink
184,0,255,en,neon purple,neon purple
